Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
53.250000	2849.22   	2840.25   	2856.26   	2842.27   	16.1502   	8.16617   	2.8215    	2.86001   	2.8164    
53.500000	2872.74   	2863.74   	2879.92   	2865.89   	16.2852   	8.23101   	2.84477   	2.88269   	2.83996   
53.750000	2896.25   	2887.23   	2903.58   	2889.51   	16.4201   	8.29584   	2.86803   	2.90536   	2.86352   
54.000000	2919.76   	2910.72   	2927.24   	2913.13   	16.5551   	8.36067   	2.89129   	2.92804   	2.88708   
54.250000	2943.27   	2934.21   	2950.9    	2936.75   	16.6901   	8.42551   	2.91456   	2.95071   	2.91063   
54.500000	2966.78   	2957.7    	2974.56   	2960.37   	16.825    	8.49034   	2.93782   	2.97339   	2.93419   
54.750000	2990.29   	2981.19   	2998.22   	2984      	16.96     	8.55517   	2.96109   	2.99607   	2.95775   
55.000000	3013.81   	3004.67   	3021.88   	3007.62   	17.095    	8.62001   	2.98435   	3.01874   	2.98131   
55.250000	3039.05   	3029.92   	3047.29   	3033      	17.2397   	8.68909   	3.00929   	3.04293   	3.00664   
55.500000	3064.29   	3055.17   	3072.7    	3058.39   	17.3845   	8.75818   	3.03423   	3.06713   	3.03197   
55.750000	3089.54   	3080.42   	3098.1    	3083.78   	17.5293   	8.82726   	3.05917   	3.09132   	3.05731   
56.000000	3114.78   	3105.66   	3123.51   	3109.17   	17.674    	8.89635   	3.08412   	3.11551   	3.08264   
56.250000	3140.02   	3130.91   	3148.92   	3134.56   	17.8188   	8.96544   	3.10906   	3.1397    	3.10797   
56.500000	3165.26   	3156.16   	3174.33   	3159.95   	17.9636   	9.03452   	3.134     	3.16389   	3.1333    
56.750000	3190.51   	3181.4    	3199.74   	3185.34   	18.1084   	9.10361   	3.15894   	3.18809   	3.15863   
57.000000	3215.75   	3206.65   	3225.15   	3210.73   	18.2531   	9.17269   	3.18388   	3.21228   	3.18397   
57.250000	3240.99   	3231.9    	3250.56   	3236.12   	18.3979   	9.24178   	3.20882   	3.23647   	3.2093    
57.500000	3266.24   	3257.14   	3275.97   	3261.51   	18.5427   	9.31086   	3.23377   	3.26066   	3.23463   
57.750000	3291.48   	3282.39   	3301.38   	3286.9    	18.6874   	9.37995   	3.25871   	3.28485   	3.25996   
58.000000	3316.72   	3307.64   	3326.79   	3312.29   	18.8322   	9.44904   	3.28365   	3.30905   	3.2853    
58.250000	3341.96   	3332.88   	3352.2    	3337.68   	18.977    	9.51812   	3.30859   	3.33324   	3.31063   
58.500000	3367.21   	3358.13   	3377.61   	3363.06   	19.1217   	9.58721   	3.33353   	3.35743   	3.33596   
58.750000	3392.45   	3383.38   	3403.02   	3388.45   	19.2665   	9.65629   	3.35847   	3.38162   	3.36129   
59.000000	3417.69   	3408.62   	3428.43   	3413.84   	19.4113   	9.72538   	3.38341   	3.40581   	3.38663   
59.250000	3442.94   	3433.87   	3453.84   	3439.23   	19.556    	9.79446   	3.40836   	3.43001   	3.41196   
59.500000	3468.18   	3459.12   	3479.25   	3464.62   	19.7008   	9.86355   	3.4333    	3.4542    	3.43729   
59.750000	3493.42   	3484.36   	3504.66   	3490.01   	19.8456   	9.93264   	3.45824   	3.47839   	3.46262   
60.000000	3518.66   	3509.61   	3530.07   	3515.4    	19.9903   	10.0017   	3.48318   	3.50258   	3.48795   
60.250000	3545.6    	3536.57   	3557.18   	3542.52   	20.1446   	10.0749   	3.50975   	3.52824   	3.51502   
60.500000	3572.53   	3563.53   	3584.3    	3569.63   	20.2988   	10.1481   	3.53631   	3.5539    	3.54208   
60.750000	3599.46   	3590.5    	3611.42   	3596.75   	20.4531   	10.2213   	3.56288   	3.57956   	3.56914   
61.000000	3626.39   	3617.46   	3638.53   	3623.86   	20.6073   	10.2945   	3.58945   	3.60522   	3.5962    
61.250000	3653.32   	3644.42   	3665.65   	3650.98   	20.7616   	10.3677   	3.61602   	3.63088   	3.62327   
61.500000	3680.26   	3671.38   	3692.77   	3678.09   	20.9158   	10.4409   	3.64258   	3.65654   	3.65033   
61.750000	3707.19   	3698.34   	3719.88   	3705.21   	21.07     	10.5141   	3.66915   	3.6822    	3.67739   
62.000000	3734.12   	3725.31   	3747      	3732.32   	21.2243   	10.5873   	3.69572   	3.70785   	3.70445   
62.250000	3761.05   	3752.27   	3774.12   	3759.44   	21.3785   	10.6605   	3.72228   	3.73351   	3.73151   
62.500000	3787.99   	3779.23   	3801.23   	3786.55   	21.5328   	10.7337   	3.74885   	3.75917   	3.75858   
62.750000	3814.92   	3806.19   	3828.35   	3813.67   	21.687    	10.8069   	3.77542   	3.78483   	3.78564   
63.000000	3841.85   	3833.15   	3855.47   	3840.79   	21.8412   	10.8801   	3.80198   	3.81049   	3.8127    
63.250000	3868.78   	3860.11   	3882.58   	3867.9    	21.9955   	10.9533   	3.82855   	3.83615   	3.83976   
63.500000	3895.71   	3887.08   	3909.7    	3895.02   	22.1497   	11.0265   	3.85512   	3.86181   	3.86682   
63.750000	3922.65   	3914.04   	3936.82   	3922.13   	22.304    	11.0997   	3.88168   	3.88747   	3.89389   
64.000000	3949.58   	3941      	3963.93   	3949.25   	22.4582   	11.173    	3.90825   	3.91313   	3.92095   
64.250000	3976.51   	3967.96   	3991.05   	3976.36   	22.6124   	11.2462   	3.93482   	3.93878   	3.94801   
64.500000	4003.44   	3994.92   	4018.17   	4003.48   	22.7667   	11.3194   	3.96138   	3.96444   	3.97507   
64.750000	4030.38   	4021.89   	4045.28   	4030.59   	22.9209   	11.3926   	3.98795   	3.9901    	4.00214   
65.000000	4057.31   	4048.85   	4072.4    	4057.71   	23.0752   	11.4658   	4.01452   	4.01576   	4.0292    
